,artist,track,energy,valence,preview_url
4455,T-Bone Walker,T-Bone Blues,280.0,560.0,https://p.scdn.co/mp3-preview/debd52b355651f69cb0f56a9a3fddf9d82d9939d?cid=783e5bc2e5034e4daea6385e965c1e1f
4456,Skeeter Davis,My Sweet Loving Man,820.0,850.0,https://p.scdn.co/mp3-preview/a201fa77c51ef3137e1893cf0f41391499fbd6b1?cid=783e5bc2e5034e4daea6385e965c1e1f
4457,Daler Mehndi,Gora Gora Badan - Original,930.0,750.0,https://p.scdn.co/mp3-preview/38aca1d868791311df483035736faf7d633e338a?cid=783e5bc2e5034e4daea6385e965c1e1f
4458,Beres Hammond,Let The Good Times Roll (feat. Natural Black),650.0,880.0,https://p.scdn.co/mp3-preview/a44449d0085c024bf2a465dc41c1e6e99aa87bc5?cid=783e5bc2e5034e4daea6385e965c1e1f
4459,Ashbrg,Night Shift,330.0,520.0,https://p.scdn.co/mp3-preview/56625d0223abd6d0f50b03495b3115ad6e840ab2?cid=783e5bc2e5034e4daea6385e965c1e1f
4460,Simon & Garfunkel,Patterns,590.0,490.0,https://p.scdn.co/mp3-preview/6013887cfd7bda003da8ad0f26d350aef45262c0?cid=783e5bc2e5034e4daea6385e965c1e1f
4461,Mental Orange,Rock N' Roll,970.0,220.0,https://p.scdn.co/mp3-preview/5a73b9d6e8d21c855082c8e141a001120c666d2d?cid=783e5bc2e5034e4daea6385e965c1e1f
4462,The Charms,See You on Sunday,910.0,800.0,https://p.scdn.co/mp3-preview/726262c747ae6811a0e0c4b980589c99eeed5dae?cid=783e5bc2e5034e4daea6385e965c1e1f
4463,Marcie Blane,Wer Einmal 'A' Gesagt (What Does A Girl Do?),680.0,900.0,https://p.scdn.co/mp3-preview/3092db9897d4b40f97e6339e3935c87deda53313?cid=783e5bc2e5034e4daea6385e965c1e1f
4464,Super Cat,Them No Care,820.0,970.0,https://p.scdn.co/mp3-preview/d11d1f2e0968749d354a703fa1899b77fc919bd3?cid=783e5bc2e5034e4daea6385e965c1e1f
4465,Ramses,Trop de...,540.0,680.0,https://p.scdn.co/mp3-preview/a240b37a46d08771667de9376d0bf81726afbc0c?cid=783e5bc2e5034e4daea6385e965c1e1f
4466,Vilma Palma e Vampiros,Bye Bye,840.0,390.0,https://p.scdn.co/mp3-preview/e8bff99c4fefbb0461c19bb9d2c49c71a9774d8b?cid=783e5bc2e5034e4daea6385e965c1e1f
4467,Ron Goodwin,The Milky Way - 2003 Remaster,240.0,40.0,https://p.scdn.co/mp3-preview/d442f153925ea2b3b33aa130694d843b84e390d7?cid=783e5bc2e5034e4daea6385e965c1e1f
4468,Los Titanes,Dejaría Todo,720.0,750.0,https://p.scdn.co/mp3-preview/b26fd363636077e5f241c5073d37c840f2b33db0?cid=783e5bc2e5034e4daea6385e965c1e1f
4469,Syl Johnson,Diamond in the Rough,620.0,600.0,https://p.scdn.co/mp3-preview/7441a3b341dcbce5204af142f854080e3cdb4189?cid=783e5bc2e5034e4daea6385e965c1e1f
4470,Pariah,Resilience,550.0,680.0,https://p.scdn.co/mp3-preview/83f1547da4cc7e0a6e0efddbcdc7bb295a9e0a44?cid=783e5bc2e5034e4daea6385e965c1e1f
4471,Chico Hamilton,Denise (Jeremy Carlstedt Funk Variation),280.0,560.0,https://p.scdn.co/mp3-preview/66d8b3b4f5b4bafeeeaffde6001713160fb8686c?cid=783e5bc2e5034e4daea6385e965c1e1f
4472,Various Artists,Have U Own Things,690.0,970.0,https://p.scdn.co/mp3-preview/941b0c3d89b686396e064a6d5c6eb11d0b3f5683?cid=783e5bc2e5034e4daea6385e965c1e1f
4473,Converge,To the Lions,860.0,70.0,https://p.scdn.co/mp3-preview/111d066c341814e9493c2f6a209a93e60d82baee?cid=783e5bc2e5034e4daea6385e965c1e1f
4476,Leon Berry,Waltzing Matilda,510.0,820.0,https://p.scdn.co/mp3-preview/28002f5aede525e98149a941ba0e358ec4bce4a4?cid=783e5bc2e5034e4daea6385e965c1e1f
4477,Dr. Elmo,E-mail From Nigeria,410.0,860.0,https://p.scdn.co/mp3-preview/6e2b421566c9931526de1187432a1c017a21a67d?cid=783e5bc2e5034e4daea6385e965c1e1f
4479,Nick Cave & The Bad Seeds,Loverman - 2011 Remastered Version,490.0,390.0,https://p.scdn.co/mp3-preview/60b78ee05c3d871133af38ffedef63822a089f22?cid=783e5bc2e5034e4daea6385e965c1e1f
4480,Delroy Wilson,Conquer Me,650.0,890.0,https://p.scdn.co/mp3-preview/b5845c6a2494f047ad850fc74eca3c06b6bd40e4?cid=783e5bc2e5034e4daea6385e965c1e1f
4481,Yggdrasil,Nordfjorloftet,320.0,370.0,https://p.scdn.co/mp3-preview/75cda55e1f36afd5e4ff37b01e7ffe3fd5824e47?cid=783e5bc2e5034e4daea6385e965c1e1f
4482,Kat Deluna,PUSH PUSH feat. AKON,760.0,680.0,https://p.scdn.co/mp3-preview/a6296348cf71bd669b3aee82ddf568fcad76b945?cid=783e5bc2e5034e4daea6385e965c1e1f
4483,6cyclemind,Across the Universe,550.0,240.0,https://p.scdn.co/mp3-preview/49b27658066f786d4c5049a3ab8b3d8a9461b7ca?cid=783e5bc2e5034e4daea6385e965c1e1f
4484,Catherine Howe,"Where Would You Start? - From ""Harry""",220.0,170.0,https://p.scdn.co/mp3-preview/96c558dc56f455294ac36934e557593c15cd4721?cid=783e5bc2e5034e4daea6385e965c1e1f
4485,Doyle Bramhall,Chateau Strut,780.0,400.0,https://p.scdn.co/mp3-preview/d6fbffc8da488e904d397cbd31b18e5dd9b3cc4e?cid=783e5bc2e5034e4daea6385e965c1e1f
4488,Der Plan,Was ich von mir denke,810.0,830.0,https://p.scdn.co/mp3-preview/c4c5960f2b99adc6c95f0628b2bacd72cde11e06?cid=783e5bc2e5034e4daea6385e965c1e1f
4489,Megadrums,Suar Agung,330.0,220.0,https://p.scdn.co/mp3-preview/4e230e05e36f041eea2183993f8aa966a895ed8a?cid=783e5bc2e5034e4daea6385e965c1e1f
4490,Various Artists,A Una Mamita,460.0,760.0,https://p.scdn.co/mp3-preview/e5c1cd44d259b636cd7165d4a9cae221207e4d6b?cid=783e5bc2e5034e4daea6385e965c1e1f
4491,Cobra Killer,The Universe Is In The Oven,680.0,660.0,https://p.scdn.co/mp3-preview/82b86d2815ded28ecafc7ef351dafa26a68078a0?cid=783e5bc2e5034e4daea6385e965c1e1f
4494,Lynette Schultz,Take Me Down To LA,850.0,860.0,https://p.scdn.co/mp3-preview/4add6faeadf7bf17b24a01f9e39bdcf608077032?cid=783e5bc2e5034e4daea6385e965c1e1f
4495,The Cannanes,Winding Down Again,400.0,490.0,https://p.scdn.co/mp3-preview/7577137e5d8e8912e8a1d46985261538030051c0?cid=783e5bc2e5034e4daea6385e965c1e1f
4496,Pantanito,Aceite,900.0,510.0,https://p.scdn.co/mp3-preview/a71a307139d5461241e672a728602eacb652e00a?cid=783e5bc2e5034e4daea6385e965c1e1f
4498,Paul Thorn,Mood Ring,410.0,490.0,https://p.scdn.co/mp3-preview/60efc635cfe866820babf7f898ac27bd3eff557f?cid=783e5bc2e5034e4daea6385e965c1e1f
4499,The Fray,Absolute,840.0,500.0,https://p.scdn.co/mp3-preview/c0cec15d38ddbdd0dc61431262fbcb2b8ce61eae?cid=783e5bc2e5034e4daea6385e965c1e1f
4500,Fun Lovin' Criminals,We Have All the Time in the World,590.0,400.0,https://p.scdn.co/mp3-preview/86b684400b82d75425ebc5709c1f11d857802a82?cid=783e5bc2e5034e4daea6385e965c1e1f
4501,Pedro Aznar,Amor de Juventud,190.0,100.0,https://p.scdn.co/mp3-preview/6fbdf2b7808416dea86917548afdbe75a6510a12?cid=783e5bc2e5034e4daea6385e965c1e1f
4502,Various Artists,Bambenella D' 'O Mercato,390.0,610.0,https://p.scdn.co/mp3-preview/adc6a9d7d7461b27fbbf8a3d7c699b417d38f45f?cid=783e5bc2e5034e4daea6385e965c1e1f
4503,Stevie Ray Vaughan,Mary Had a Little Lamb,490.0,910.0,https://p.scdn.co/mp3-preview/347f3c8aa199e178f4dbaa52e011879db6acf307?cid=783e5bc2e5034e4daea6385e965c1e1f
4504,Jope Ruonansuu,Matti Ja Teppo,690.0,660.0,https://p.scdn.co/mp3-preview/c0193c0b352a5a435510fc11ec21021b2ed92cd0?cid=783e5bc2e5034e4daea6385e965c1e1f
4505,Various Artists,Heavy Waist Line,510.0,790.0,https://p.scdn.co/mp3-preview/4380df33733f3d8d5541a8b4e029deb0a9aa5059?cid=783e5bc2e5034e4daea6385e965c1e1f
4506,Los Traileros Del Norte,Andale,790.0,960.0,https://p.scdn.co/mp3-preview/10201672f04a7cdabf485a289d77fcc7a34f42c8?cid=783e5bc2e5034e4daea6385e965c1e1f
4508,Various Artists,Bumbling Along,900.0,400.0,https://p.scdn.co/mp3-preview/67e5b27901892a49766fa12d8ec78a5bf70590fc?cid=783e5bc2e5034e4daea6385e965c1e1f
4509,Andreas Dorau,So ist das nun mal,930.0,930.0,https://p.scdn.co/mp3-preview/8dddd303f488ba162d7f64608c7efbc61248bfa4?cid=783e5bc2e5034e4daea6385e965c1e1f
4510,Roy Brown,Travelin' Blues,480.0,310.0,https://p.scdn.co/mp3-preview/84269a4bf00d1712363001de778b8e75e11b1bd9?cid=783e5bc2e5034e4daea6385e965c1e1f
4511,AZ,Pleas Made Against Stasis,280.0,140.0,https://p.scdn.co/mp3-preview/ac96c23a2fd58ddb14cb0afecaf9a42f62972451?cid=783e5bc2e5034e4daea6385e965c1e1f
4512,Blind Boy Fuller,Big Leg Woman Gets My Pay,260.0,710.0,https://p.scdn.co/mp3-preview/df129770cf91dad9ce9b69b008426b89021177bb?cid=783e5bc2e5034e4daea6385e965c1e1f
4514,Santana,Interplanetary Party,850.0,850.0,https://p.scdn.co/mp3-preview/63c5ed9528a1ae8893b811cee5acc587b4144623?cid=783e5bc2e5034e4daea6385e965c1e1f
4515,Arthur Tracy,So Do I,170.0,240.0,https://p.scdn.co/mp3-preview/a045d5b34288acf24f39124fb6043612bdbc718e?cid=783e5bc2e5034e4daea6385e965c1e1f
4516,Roger Sanchez,Lost,750.0,570.0,https://p.scdn.co/mp3-preview/9da774b4cd5e6eec9b2536ecca09096ed8ac4022?cid=783e5bc2e5034e4daea6385e965c1e1f
4518,Pete Philly & Perquisite,Eager - Live,720.0,790.0,https://p.scdn.co/mp3-preview/0e54da99ef85a7f11d540f251458968c4d9104b1?cid=783e5bc2e5034e4daea6385e965c1e1f
4519,Cross Country,In The Midnight Hour,330.0,330.0,https://p.scdn.co/mp3-preview/a4c976337cbfbaa2b3e3d26db12d6c78a1c0385c?cid=783e5bc2e5034e4daea6385e965c1e1f
4520,Mr Brown,The Roof Song,640.0,380.0,https://p.scdn.co/mp3-preview/de10debc8eee2b32e106eb1c2ed74125426279ee?cid=783e5bc2e5034e4daea6385e965c1e1f
4521,Epitaph,Ride The Storm,440.0,300.0,https://p.scdn.co/mp3-preview/4f99cb4908f796162fbb4006ae2a77414a0b0daf?cid=783e5bc2e5034e4daea6385e965c1e1f
4522,Wendo Kolosoy,Marie-Louise,610.0,790.0,https://p.scdn.co/mp3-preview/f7ce9c34efba3f92593f1457a4dec32bed29206f?cid=783e5bc2e5034e4daea6385e965c1e1f
4523,Charley Patton,Mississippi Boweavil Blues,420.0,190.0,https://p.scdn.co/mp3-preview/5fed618d74b9c92e4d06088d632e385d08233485?cid=783e5bc2e5034e4daea6385e965c1e1f
4524,The Fray,You Found Me,800.0,400.0,https://p.scdn.co/mp3-preview/4d14eda64e96e13b4911ed8fe8a7f6610a8449ab?cid=783e5bc2e5034e4daea6385e965c1e1f
4525,Buju Banton,Excerpt Of A Speech By Marcus Mosiah Garvey,440.0,510.0,https://p.scdn.co/mp3-preview/3fcd6d00301f6c60877df27d3ce77363b37b1b48?cid=783e5bc2e5034e4daea6385e965c1e1f
4526,Manjul,Any Wich Way - Freedom Must Come,450.0,550.0,https://p.scdn.co/mp3-preview/cd1ab899ab8520303340a6bbd0734a6b0bc16329?cid=783e5bc2e5034e4daea6385e965c1e1f
4530,Loop Guru,The Mystery Epoch,420.0,170.0,https://p.scdn.co/mp3-preview/d2879b7fa71514b313d372309fbdb1b6da0a25f8?cid=783e5bc2e5034e4daea6385e965c1e1f
4531,Tex Williams,Wild Card,420.0,900.0,https://p.scdn.co/mp3-preview/2631214c2dd2dfcfcbed36d407067a9d7aa2a91d?cid=783e5bc2e5034e4daea6385e965c1e1f
4533,Roy Drusky,Three Hearts In A Tangle,270.0,380.0,https://p.scdn.co/mp3-preview/159b2368db4147e6fa9ed235c0fe8ed7a0ae4bc1?cid=783e5bc2e5034e4daea6385e965c1e1f
4534,Annie Lennox,Erased,550.0,250.0,https://p.scdn.co/mp3-preview/e1f525a430d37e5da1d5a8f9a296b1ea0c1da753?cid=783e5bc2e5034e4daea6385e965c1e1f
4535,Pumpkin Buzzard,Captain Fury,840.0,740.0,https://p.scdn.co/mp3-preview/7c7f77a6bad53b28e28ed89b16725858ea3a6edb?cid=783e5bc2e5034e4daea6385e965c1e1f
4536,Terry Callier,Holdin' On (To Your Love),460.0,830.0,https://p.scdn.co/mp3-preview/f8e5dd04fa90e4608c1d29f07603675544331b87?cid=783e5bc2e5034e4daea6385e965c1e1f
4537,Percy Faith & His Orchestra,Standing On the Corner,460.0,770.0,https://p.scdn.co/mp3-preview/20784a0dcc2ad30144ba28b80833006c4e092c65?cid=783e5bc2e5034e4daea6385e965c1e1f
4538,Michelle Wright,Go Tell It On The Mountain,610.0,810.0,https://p.scdn.co/mp3-preview/25a4c55ff739f1e84e1a9a610fca90f1117dff90?cid=783e5bc2e5034e4daea6385e965c1e1f
4539,Beres Hammond,Call On The Father,510.0,910.0,https://p.scdn.co/mp3-preview/0cf95006f2a81731901831716c593777ef1fcc3d?cid=783e5bc2e5034e4daea6385e965c1e1f
4540,The London Theatre Orchestra,Amthran Na Bh Fiann (Ireland),490.0,670.0,https://p.scdn.co/mp3-preview/7a61d60d5974ef2be35df75d3bd2b0e8773e84c2?cid=783e5bc2e5034e4daea6385e965c1e1f
4541,Hotwire,Colorblind,830.0,220.0,https://p.scdn.co/mp3-preview/2f02cf2b304d0f6232c49a26f44bc6e4fc641987?cid=783e5bc2e5034e4daea6385e965c1e1f
4542,Percy Faith & His Orchestra,Under the Bridges of Paris,310.0,280.0,https://p.scdn.co/mp3-preview/a38bb65a4dc0126892b7cbae4ca910dc5bc889ff?cid=783e5bc2e5034e4daea6385e965c1e1f
4543,Various Artists,Harda They Come,580.0,790.0,https://p.scdn.co/mp3-preview/82c17d155a06dc971846e2d2a7d17af2198efdac?cid=783e5bc2e5034e4daea6385e965c1e1f
4545,Madilu System,Bruno Dika,770.0,900.0,https://p.scdn.co/mp3-preview/cdb58c8026d7ecca8441dc9a8dab3f560eb9ccfc?cid=783e5bc2e5034e4daea6385e965c1e1f
4546,Various Artists,Salvation,680.0,910.0,https://p.scdn.co/mp3-preview/f2667ee7116b43681e1435750d77bc234fe568a8?cid=783e5bc2e5034e4daea6385e965c1e1f
4547,Johnny Cash,"A Boy Named Sue - Live at San Quentin State Prison, San Quentin, CA - February 1969",490.0,800.0,https://p.scdn.co/mp3-preview/96c8dee919a0b1193a0697cc53b7bddd179e7518?cid=783e5bc2e5034e4daea6385e965c1e1f
4548,Kalimba,Nunca Sabrás,430.0,390.0,https://p.scdn.co/mp3-preview/4efc02e044b8df530580226a11cd7d21775dba7c?cid=783e5bc2e5034e4daea6385e965c1e1f
4549,Aaron Watson,Whiskey On The Fire,590.0,690.0,https://p.scdn.co/mp3-preview/183e774e93dfd87690316d0fd9b76995983cc413?cid=783e5bc2e5034e4daea6385e965c1e1f
4550,Tullycraft,Bee Sting Stings,910.0,510.0,https://p.scdn.co/mp3-preview/8c69e4243f50c9e3371efee69bdc532a1a2e031f?cid=783e5bc2e5034e4daea6385e965c1e1f
4551,Panzer AG,Bereit,980.0,300.0,https://p.scdn.co/mp3-preview/7b2b19bb7063ecaf3fff78fa8ba0ce0c4910033d?cid=783e5bc2e5034e4daea6385e965c1e1f
4552,Doug MacLeod,Take Your Leave of Me Baby,440.0,280.0,https://p.scdn.co/mp3-preview/dcec8d452abbe23ac1c429a8e09577f8733ee658?cid=783e5bc2e5034e4daea6385e965c1e1f
4553,Shawn Colvin,These Four Walls,510.0,380.0,https://p.scdn.co/mp3-preview/dc7be6f54feb2959c5a81799b06009e4c8c9d02a?cid=783e5bc2e5034e4daea6385e965c1e1f
4554,Ray Barretto,Guarare - Live at the Beacon Theatre,650.0,790.0,https://p.scdn.co/mp3-preview/db133882258c59f15643ff6a5c83e874dfb8949a?cid=783e5bc2e5034e4daea6385e965c1e1f
4556,London Theatre Orchestra,If Ever I Would Leave You,230.0,130.0,https://p.scdn.co/mp3-preview/8f1236ddd063b741007f801e76cf9136f9b5a64a?cid=783e5bc2e5034e4daea6385e965c1e1f
4557,T.O.K,Saturday,730.0,690.0,https://p.scdn.co/mp3-preview/7dd5d18b89d2a2a77183b006b19cbfbccf0bd95c?cid=783e5bc2e5034e4daea6385e965c1e1f
4558,Sophie B. Hawkins,Did We Not Choose Each Other,570.0,750.0,https://p.scdn.co/mp3-preview/8a83dee31409b16ea95341be9d78eb53ddc7a82b?cid=783e5bc2e5034e4daea6385e965c1e1f
4560,The Lord Henry,So So So,740.0,550.0,https://p.scdn.co/mp3-preview/ffddf88850bc2826303a672d3a57878b61a5e939?cid=783e5bc2e5034e4daea6385e965c1e1f
4561,Way Out West,Banzai Washout,860.0,470.0,https://p.scdn.co/mp3-preview/410f74257b3e7645eb0db54e763d9211ae3473fe?cid=783e5bc2e5034e4daea6385e965c1e1f
4562,Mikey Dread,Quest for Oneness,690.0,960.0,https://p.scdn.co/mp3-preview/e45a5d0da88c32d1a66b7cfde9f6d7b6b5877807?cid=783e5bc2e5034e4daea6385e965c1e1f
4564,Rancid,The Bravest Kids - Acoustic,750.0,850.0,https://p.scdn.co/mp3-preview/75a6120d4a0d91dcdc40a4b80416562e903bc692?cid=783e5bc2e5034e4daea6385e965c1e1f
4565,Old Man's Child,Life Deprived,890.0,150.0,https://p.scdn.co/mp3-preview/62ac8ae92f33a4fb3f69bf746805ca79eaa1a542?cid=783e5bc2e5034e4daea6385e965c1e1f
4567,Christina Aguilera,Genio Atrapado,860.0,900.0,https://p.scdn.co/mp3-preview/3ebb09a9e380e9172b3baf14cef8847ea6cb9274?cid=783e5bc2e5034e4daea6385e965c1e1f
4569,Los Niños De Sara,España Tiene Sabor,830.0,880.0,https://p.scdn.co/mp3-preview/97dd9dd9dcccf1e12822ec1a0f36329a5ca321aa?cid=783e5bc2e5034e4daea6385e965c1e1f
4571,Connie Smith,"Cincinnati, Ohio",550.0,900.0,https://p.scdn.co/mp3-preview/e216e34f114427f76eda1f86c57e80e4b83ed68b?cid=783e5bc2e5034e4daea6385e965c1e1f
4572,A Different Breed Of Killer,The Cleansing Apparatus,970.0,300.0,https://p.scdn.co/mp3-preview/88cbb11fd53b5436c74c3e05e7c2491e3d73241e?cid=783e5bc2e5034e4daea6385e965c1e1f
4574,Galactic,[Hidden Track],430.0,570.0,https://p.scdn.co/mp3-preview/424ad8507441ad0112b350bc20c60216f495b9d7?cid=783e5bc2e5034e4daea6385e965c1e1f
4575,Franz Ferdinand,Do You Want To,940.0,760.0,https://p.scdn.co/mp3-preview/3207b3a46d8e81509ad36b38cfb658f8d319f22a?cid=783e5bc2e5034e4daea6385e965c1e1f
4576,Aswad,Ina Your Rights - Remastered Album Version,610.0,790.0,https://p.scdn.co/mp3-preview/08f4aa5cedb9a2779082b8582a26207ccfaa8ec0?cid=783e5bc2e5034e4daea6385e965c1e1f
4578,Michael Stanley Band,Bop Till You Drop,700.0,800.0,https://p.scdn.co/mp3-preview/7591e6ae76bfa86649a749b99a7278e6da880ae5?cid=783e5bc2e5034e4daea6385e965c1e1f
4580,Glen Washington,Strangers In The Night,480.0,840.0,https://p.scdn.co/mp3-preview/f5688ff7c408441b0bde039e414a29ea62806139?cid=783e5bc2e5034e4daea6385e965c1e1f
4581,Los Fabulosos Cadillacs,Vos Sabes - Versión Remasterizada 2008,850.0,870.0,https://p.scdn.co/mp3-preview/85a62b681672d06136697501f35bee36b09eae62?cid=783e5bc2e5034e4daea6385e965c1e1f
4582,Generation X,Rock n' Roll,880.0,660.0,https://p.scdn.co/mp3-preview/d4c6fc2d5193360f14a102f3f85c5ff51abb82a8?cid=783e5bc2e5034e4daea6385e965c1e1f
4583,Jimmy Wakely,Mine All Mine,260.0,710.0,https://p.scdn.co/mp3-preview/37322503d1887f16b916fd8db0469f3f4b129416?cid=783e5bc2e5034e4daea6385e965c1e1f
4584,Muse,The Small Print,960.0,510.0,https://p.scdn.co/mp3-preview/c07e01a94843e4d7502d558fc3ea2292b291858e?cid=783e5bc2e5034e4daea6385e965c1e1f
4585,Vivian Darkbloom,Easily Amused,820.0,570.0,https://p.scdn.co/mp3-preview/998905bde55111b63edbe29e6128b317a4d12893?cid=783e5bc2e5034e4daea6385e965c1e1f
4586,Pretty Boy Floyd,Shut Up,850.0,700.0,https://p.scdn.co/mp3-preview/f96a647c4dc29ec283e0d7630243cefc1b25283b?cid=783e5bc2e5034e4daea6385e965c1e1f
4587,Glad,This is My Father's World/For the Beauty of the Earth,280.0,360.0,https://p.scdn.co/mp3-preview/188dffd0c4e8483932acfd461c77ba1bce27dec7?cid=783e5bc2e5034e4daea6385e965c1e1f
4588,Dntel,Termites in the Bathtub,490.0,150.0,https://p.scdn.co/mp3-preview/310ee3649fc5103cd841ecc9e774d38564a6fa11?cid=783e5bc2e5034e4daea6385e965c1e1f
4589,Orbital,Farenheit 303,650.0,490.0,https://p.scdn.co/mp3-preview/90b9138d24cc9e535690547bdeebf376b0aad578?cid=783e5bc2e5034e4daea6385e965c1e1f
4590,L.A. Guns,Wanted Dead Or Alive,560.0,170.0,https://p.scdn.co/mp3-preview/7b139079d03f795b0218d9b26ae60e40d592cf3d?cid=783e5bc2e5034e4daea6385e965c1e1f
4592,Kaija Koo,Viimeinen lento,540.0,470.0,https://p.scdn.co/mp3-preview/db2bed4d2a85d40bb0beb61acc76d179d745f750?cid=783e5bc2e5034e4daea6385e965c1e1f
4594,Various Artists,From a Jack to a King,620.0,690.0,https://p.scdn.co/mp3-preview/6f9cd11b9a9fb53cfc595e484c1d87542aa05430?cid=783e5bc2e5034e4daea6385e965c1e1f
4597,John Tchicai,Drunnhvíta Elevator,240.0,20.0,https://p.scdn.co/mp3-preview/29b7f46139daf3e8c8a57329e0a969038ef8676b?cid=783e5bc2e5034e4daea6385e965c1e1f
4598,Dale Hawkins,Pretty Little Thing,610.0,600.0,https://p.scdn.co/mp3-preview/130342ad502173192af9f50a89459fa0c846b1f3?cid=783e5bc2e5034e4daea6385e965c1e1f
4599,Gabriel Yared,Chile con carne,400.0,970.0,https://p.scdn.co/mp3-preview/71849467bf420aa7081b49a9a947350267e37532?cid=783e5bc2e5034e4daea6385e965c1e1f
4600,Rui Da Silva,Lixuneanos - Original Mix,850.0,960.0,https://p.scdn.co/mp3-preview/8a5d708b016f9765c08f3b9db3a9bc93c3e4f2d8?cid=783e5bc2e5034e4daea6385e965c1e1f
4601,Mae West,Little Bar Butterfly - Film Soundtrack Version,400.0,880.0,https://p.scdn.co/mp3-preview/b6d5d371774ad45d103e4d87b0268f66264a49e5?cid=783e5bc2e5034e4daea6385e965c1e1f
4602,Call To Preserve,Hope For The Fallen,1000.0,300.0,https://p.scdn.co/mp3-preview/700cd60fe51e146f466eaa99f4b70928efd609c2?cid=783e5bc2e5034e4daea6385e965c1e1f
4603,Inspector 9,Not Missing You,510.0,800.0,https://p.scdn.co/mp3-preview/603a9383cd3db91e9aec3ad88bba17d60e4dbcf4?cid=783e5bc2e5034e4daea6385e965c1e1f
4604,The Jackson Southernaires,Show Some Sign,760.0,720.0,https://p.scdn.co/mp3-preview/b681bca9ed9a948f89222bef25a96784557aaaa2?cid=783e5bc2e5034e4daea6385e965c1e1f
4607,Deadboy & The Elephantmen,No Rainbow,120.0,350.0,https://p.scdn.co/mp3-preview/1d6c80ce799998c6b2a8f3d8adaa9bd077b0c576?cid=783e5bc2e5034e4daea6385e965c1e1f
4609,Anthony Cruz,Sin Ti,510.0,950.0,https://p.scdn.co/mp3-preview/f284f46541e60b25873e1f93ce8af3ddd2b5b8cb?cid=783e5bc2e5034e4daea6385e965c1e1f
4612,Ebba Forsberg,Ta Min Vals - Take This Waltz,200.0,180.0,https://p.scdn.co/mp3-preview/70c0ca7f8b6f5848ec0f911e67903eac88d3d439?cid=783e5bc2e5034e4daea6385e965c1e1f
4613,Del The Funky Homosapien,Corner Story,790.0,900.0,https://p.scdn.co/mp3-preview/9e74ff6c2f2ec89640333a20264e06d2d657912a?cid=783e5bc2e5034e4daea6385e965c1e1f
4614,Tha Alkaholiks,Only When I'm Drunk,670.0,710.0,https://p.scdn.co/mp3-preview/fbb85c37778a855019d3ab2f23d0533d320e9e98?cid=783e5bc2e5034e4daea6385e965c1e1f
4615,Capital Tax,Slide In - Slide Out,520.0,830.0,https://p.scdn.co/mp3-preview/b8a2eb801a3d24f094eceacc7460457cad24d11d?cid=783e5bc2e5034e4daea6385e965c1e1f
4616,Michael Stanley Band,Spanish Nights (Remastered),420.0,390.0,https://p.scdn.co/mp3-preview/a2a85f2b022a3f2b1f01103c8e02f995e9d1d47b?cid=783e5bc2e5034e4daea6385e965c1e1f
4617,Moist,Far Beyond the Endless - Toob Remix,870.0,330.0,https://p.scdn.co/mp3-preview/8b9883b5f46d8cdf14fc46377dc28ee7d64c0134?cid=783e5bc2e5034e4daea6385e965c1e1f
4620,Johnny Cash,Hank and Joe and Me,340.0,620.0,https://p.scdn.co/mp3-preview/9d232084cde903565bb95aee806373b5e3eac578?cid=783e5bc2e5034e4daea6385e965c1e1f
4622,Various Artists,Ready for the Love,510.0,770.0,https://p.scdn.co/mp3-preview/205fad1a331a7b0ce807053a775fbe999fdaed91?cid=783e5bc2e5034e4daea6385e965c1e1f
4623,Dons,Best Kept Secret,870.0,760.0,https://p.scdn.co/mp3-preview/db63be831190f070e24aa2a78407e7fc57455382?cid=783e5bc2e5034e4daea6385e965c1e1f
4624,Since The Flood,Guardian Angel,980.0,440.0,https://p.scdn.co/mp3-preview/3089de3b06e5813ddc0ac46be7946dbd3cd71ad5?cid=783e5bc2e5034e4daea6385e965c1e1f
4625,The Business,Class Compromise (...History's Glory),960.0,710.0,https://p.scdn.co/mp3-preview/bc0b0e2b5bbd8cff87659669501c58a1e04c7183?cid=783e5bc2e5034e4daea6385e965c1e1f
4626,Various Artists,Once Again,910.0,390.0,https://p.scdn.co/mp3-preview/50665c8466ffa400f6533ebfba67e72e0c1eea5e?cid=783e5bc2e5034e4daea6385e965c1e1f
4627,Aerosmith,Same Old Song and Dance,630.0,710.0,https://p.scdn.co/mp3-preview/6585279a346e6a5687653984a9f14b620b3a102f?cid=783e5bc2e5034e4daea6385e965c1e1f
4629,Nestor Torres,Luna Latina,690.0,730.0,https://p.scdn.co/mp3-preview/c250c25b990f3a73dd34a4496df4a64f214d55f8?cid=783e5bc2e5034e4daea6385e965c1e1f
4632,Beenie Man,Cross The Bridge,520.0,840.0,https://p.scdn.co/mp3-preview/8c5f3f1290a2e99645483d335c1ee67e6a6ccc66?cid=783e5bc2e5034e4daea6385e965c1e1f
4633,Eric Burdon,Comeback,780.0,500.0,https://p.scdn.co/mp3-preview/6dade5a4d258019f401cc464500a15b26fb42d57?cid=783e5bc2e5034e4daea6385e965c1e1f
4634,FFH,You And Only You,790.0,580.0,https://p.scdn.co/mp3-preview/17368d1a14dff4027cfa1c823dbbe6b42bc327c4?cid=783e5bc2e5034e4daea6385e965c1e1f
